mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event	Great_Ape_mean_branch_length_nuc	Ape_mean_branch_length_nuc	Primates_mean_branch_length_nuc	Rodents_mean_branch_length_nuc	Euarchontoglires_mean_branch_length_nuc	Laurasiatheria_mean_branch_length_nuc	Great_Ape_media_branch_length_nuc	Ape_median_branch_length_nuc	Primates_median_branch_length_nuc	Rodents_median_branch_length_nuc	Euarchontoglires_median_branch_length_nuc	Laurasiatheria_median_branch_length_nuc
PELI1	0.010394256513369	0.0033747854	0.000604881547058824	0	0.0193861066235864	0.00484652665589661	0	0.00711237553342817	0.00204498977505112	0.0041656431	0.001652284	1.7894e-06	0.0156309489	0.0109224728	1254	619	619	619	703	489	2	0.0113085621970921	0	0	0.00171580245714286	0.00160154285555556	0.0036146965025	0.0232647018875	0.01082722451875	0.00585430956578947	0.0007972532	0.0015979572	0.0015978619	0.013683504	0.0041859714	0.001630987
PELI2	0.0234565694360656	0.0086953073	0.00567967373333333	2.3927e-06	0.0226171243941842	0.00969305331179321	0.00323101777059774	0.0128205128205128	0.00535905680600214	2.4891e-06	0.0009240046	0.004570169	0.0397357528	0.0124942738	1053	619	619	619	702	933	14	0.0161550888529887	0	0	0.00177081371428571	0.00243368478888889	0.011801852545	0.0443787771909091	0.0245342130435897	0.0194189139277778	0.0014259608	0.0014258451	0.0019765005	0.0382268588	0.0101423027	0.0095548676
PENK	0.0261053914621622	0.0105519312	0.0266319517745946	0.011087762	0.0396530359355638	0.00867410161090459	0.00371747211895911	0	0	0.0036622303	3.5017e-06	0.0024385146	0.0414732605	0.0546335745	798	807	807	141	141	140	8	0.0185873605947955	0	0	0.00362642477142857	0.00408487511111111	0.0113775525925	0.0501831286333333	0.0295346261575	0.0262477687472222	0.0012560417	0.0025198035	0.0025285448	0.0349849626	0.0129861784	0.0093250412
PEX1	0.0278443125836066	0.0095653139	0.0313510112409836	0.0114198081	0.0251863274222565	0.0053970701619121	0.0046260601387818	0.00620113238069561	0.00841908325537886	0.002629179	0.0002625511	0.0032580679	0.0473560405	0.0459459882	3849	3891	3891	3673	3709	2138	7	0.0143921870984323	0	0	0.00248008492857143	0.00276560853333333	0.0097785568175	0.0460171717166667	0.0265440339325	0.0190045164371429	0.0015597436	0.0015630998	0.0018532422	0.0437327743	0.0081387543	0.0097658789
PEX16	0.0192416137248649	0.0081076661	0.0171816326302703	0.0080038138	0.0298969072164948	0.00618556701030928	0.00412371134020619	0.00680272108843537	0.0151515151515152	0.0021427869	2.864e-06	0.0054302611	0.0349702686	0.0401573257	1008	970	970	840	1029	396	11	0.0123711340206186	0	0	0.00437202551428571	0.00466413112222222	0.00811262217631579	0.037746004125	0.0194802158230769	0.0156221649973684	0.0016200367	0.0021240089	0.0040143096	0.0284516203	0.0087755778	0.0073056549
PEX5L	0.0165192549074866	0.0066471873	0.00731850922245989	0.0022514908	0.0161364684186261	0.00368833563854311	0.00276625172890733	0.0045662100456621	0.0053134962805526	0.002191953	0.0005453644	0.00164781	0.0270024395	0.0233183658	1857	2169	2169	1928	1752	941	3	0.00875979714153988	0	0	0.00248148538571429	0.00259186385555556	0.00784515984	0.0301223217	0.0177086663425	0.0120665811986486	0.0016314538	0.0021618252	0.002681874	0.0230196655	0.0069340732	0.0038890822
PEX6	0.0254069061535519	0.0087902091	0.0223594342584699	0.0071703595	0.0335214072353136	0.0069697975439761	0.00265516096913375	0.00773014757554462	0.00465116279069767	0.0031057544	0.0006830213	0.0028237565	0.0531881479	0.0441588907	2940	3013	3013	2899	2846	1720	6	0.0179223365416528	0	0	0.00257135692857143	0.0029855802	0.009181893505	0.0556403342090909	0.026048925025641	0.0174476016972973	0.0012206018	0.001193737	0.0028736146	0.0475989578	0.0090211816	0.0073892185
PEX7	0.0165950708624277	0.0075617363	0.012718285067052	0.008014093	0.0129366106080207	0.00646830530401035	0.00388098318240621	0.00258732212160414	0.0112044817927171	0.0011915734	0.0021378672	0.0104235119	0.0345929925	0.0169584005	942	773	773	773	773	357	6	0.00646830530401035	0	0	0.00418241714285714	0.00492627694444444	0.00848537633157895	0.0326317616833333	0.0169916113921053	0.0133394308363636	0.0021303013	0.0021303436	0.0033512696	0.0231830613	0.0080604485	0.0059128754
PFAS	0.0232602734459459	0.0106090777	0.0219865836367568	0.0121396866	0.0380133185349612	0.00638179800221976	0.00499445061043285	0.00882825040128411	0.00648882480173035	0.0036171131	0.0020436397	0.0048567168	0.0390428618	0.0633893109	4014	3604	3604	3564	3738	1387	17	0.02330743618202	0	0	0.00420358447142857	0.00465897788888889	0.01189949515	0.0389013535625	0.0222560730825	0.0194911050581081	0.0035282506	0.0042949176	0.004483102	0.0265833919	0.0097516029	0.010337475
PFKFB1	0.0152464461795322	0.0049027661	0.0105701184695906	0.0039048746	0.0182200420462509	0.0028030833917309	0.00140154169586545	0.00158856235107228	0.00268096514745308	0.0022693676	0.0034713224	0.0044927937	0.0136118793	0.0230928739	1407	1427	1427	1427	1259	746	X	0.0119131044148563	0	0	0.00224454124285714	0.00245922737777778	0.00653568857368421	0.0216212772541667	0.0128639588538462	0.0111545267828125	0.0021446803	0.0021375339	0.0019571635	0.0151080272	0.0045324846	0.0042614085
PFKFB2	0.0168481894151351	0.0060115343	0.0166822608821622	0.0038081362	0.0197452229299363	0.00573248407643312	0.00573248407643312	0.00508720930232558	0.00488400488400488	2.2287e-06	0.0013985129	0.0026772046	0.0253488938	0.0212156937	1536	1570	1570	1367	1376	819	1	0.0114649681528662	0	0	0.00241280974285714	0.00237515315555556	0.0070198889275	0.0308671237	0.01645371085375	0.0180437625842105	0.0006436004	0.0014897795	0.0026801422	0.0248022586	0.0062900947	0.0044633443
PFKM	0.0155925786291892	0.0059897239	0.0105136080702703	0.0050371987	0.0188161505292042	0.0066640533124265	0.00196001568012544	0.00413736036408771	0.00741289844329133	0.0004179473	1.4449e-06	0.0016760833	0.0283115148	0.0300642141	2340	2551	2551	2516	2417	1349	12	0.0105840846726774	0	0	0.00122797455714286	0.00162506237777778	0.0063011104575	0.0284478539	0.01584578798625	0.0136391720381579	0.0004275205	0.000855892	0.0015914024	0.0209736099	0.0044330015	0.0063359155
PFN4	0.0241887587859459	0.0069805524	0.0224605851248649	0.0082956395	0.0375335120643432	0.0160857908847185	0	0	0.00819672131147541	0.0026032801	0.0039631529	2.43e-06	0.0392075817	0.0319922985	387	373	373	373	244	244	2	0.0214477211796247	0	0	0.00388787094285714	0.00724291137777778	0.00914254887	0.0383986641181818	0.0220840116474359	0.0153687081947368	0.0025970488	0.0025941971	0.0026149701	0.0232660393	0.0076508814	0.0052192235
PGAP1	0.0169193074171271	0.0051935434	0.0168000236475138	0.0054640893	0.0170181280059193	0.00591934887162412	0.00110987791342952	0.00805477245267821	0.00716845878136201	0.0029268588	2.2325e-06	0.0014599691	0.0196156268	0.0260322824	2766	2703	2703	2483	2483	1395	2	0.0103588605253422	0	0	0.00161942181428571	0.00173976575555556	0.00543205625526316	0.04223086195	0.018404256724359	0.0128624780310811	0.0014476591	0.002057718	0.0021826777	0.0301467921	0.0057877825	0.0046437492
PGGT1B	0.0152247282956757	0.005510468	0.0135869448972973	0.0060264023	0.0172562553925798	0.00603968938740293	0.00258843830888697	0.00610376398779247	0.00677966101694915	0.0018720525	0.000910246	0.0046045911	0.0591865108	0.0118597638	1131	1159	1159	1156	983	590	5	0.0112165660051769	0	0	0.00460803041428571	0.00428284778888889	0.0051410565375	0.03529226025	0.01645481318625	0.0122384944333333	0.000894394	0.001713821	0.0027765368	0.0183465058	0.0054565862	0.005528753
PGM1	0.0195318821566845	0.0060517028	0.00636895727647059	0.0023654078	0.0310421286031042	0.00960827790096083	0.00591278640059128	0.0165374677002584	0.0053475935828877	0.003278093	0.0012810184	0.0032859678	NA	0.0337468924	1566	1353	1353	1353	1935	561	1	0.0184774575018477	0	0	0.00285659231428571	0.00290091436666667	0.00824530753	0.0384575570954545	0.019228945625641	0.0158316851013158	0.001921977	0.0032114787	0.0026652052	0.0237691617	0.0076563789	0.0053705858
PGM2L1	0.0133133808486339	0.0052548035	0.0104439687994536	0.0043805055	0.0169184290030211	0.00302114803625378	0.00181268882175227	0.00665859564164649	0.00796359499431172	0.0027284452	3.0546e-06	0.0016318979	0.029093502	0.0238370154	1866	1655	1655	1718	1652	879	11	0.00966767371601208	0	0	0.00153860831428571	0.0020388327	0.005014547465	0.0259361201708333	0.01395343347	0.0111380614166667	0.0005369207	0.0016023169	0.0016249806	0.0184660243	0.0063899295	0.0049637005
PGM3	0.0236542149238095	0.0081370955	0.0250946279354497	0.0092696293	0.0178681454097351	0.00492914356130622	0.00123228589032656	0.00843608046722907	0.00662251655629139	0.0032460309	0.0012839782	2.4241e-06	0.0502606326	0.0280135046	1626	1623	1623	1713	1541	1057	6	0.0104744300677757	0	0	0.00123457715714286	0.00227149977777778	0.014370063995	0.0492504957166667	0.0262545684425	0.0172407821486842	0.0012309766	0.0012285938	0.0019096929	0.0276739672	0.0086571473	0.0059524137
PHACTR1	0.0154296622822857	0.0062539329	0.00573359396742857	0.0027653963	0.0175801447776629	0.0077559462254395	0.00258531540847983	0.00307062436028659	0.00643086816720257	2.0482e-06	0.0010138861	0.0020472649	0.0324288935	0.0285337471	1494	1934	1934	2109	1954	311	6	0.0118924508790072	0.000517063081695967	1	0.00128417756	0.0019950375	0.00592608273333333	0.0279182880125	0.0151890179351351	0.01178325645	0.0010214016	0.0010212284	0.0020723669	0.0250077225	0.0069019291	0.005459938
PHACTR2	0.022701276026776	0.0079805066	0.0215485037497268	0.0081054512	0.0297961317302666	0.00784108729743858	0.00575013068478829	0.0133404482390608	0.0186046511627907	0.0062045217	0.0006138448	0.0018468873	0.0337076985	0.0399438585	1650	1913	1913	1876	1874	215	6	0.0198640878201777	0.000522739153162572	1	0.00254272608571429	0.00281439722222222	0.008443479985	0.04099990645	0.0207634036825	0.0193050404614286	0.0018326016	0.0018338753	0.002500974	0.0315701953	0.0084613833	0.0065287243
PHACTR4	0.022976265647619	0.0083428562	0.024090083910582	0.0091465402	0.0245677888989991	0.00818926296633303	0.00409463148316652	0.0063321967851924	0	0.0024527066	0.0014589686	0.0020606119	0.0378225116	0.0317585829	2085	2198	2198	2077	2053	215	1	0.0150136487716106	0	0	0.00260398571428571	0.00339451468888889	0.008226529715	0.0389042294416667	0.0230450607475	0.0165057498684211	0.0014455578	0.0014453846	0.0030124318	0.0364122792	0.0084680691	0.006717613
PHC2	0.0171004338679144	0.0068890692	0.0153934408449198	0.0055389215	0.0266236385639371	0.0072609923356192	0.00201694231544978	0.00815660685154975	0.00423216444981862	0.001593811	0.0003987312	0.0023870335	0.0354199037	0.029894815	2535	2479	2479	2617	2452	1654	1	0.0169423154497781	0	0	0.00175925604285714	0.00236683351111111	0.00690301389	0.0254711262041667	0.01594828735875	0.0141738334364865	0.0011899443	0.0015858432	0.0023221266	0.0202453451	0.007739168	0.005993511
PHC3	0.0158399329245902	0.0041110053	0.0112483135846995	0.0026955312	0.0219068188830608	0.00308546744831842	0.000925640234495526	0.00594197832925551	0.00225563909774436	0.0010103744	0.0013666843	0.0012336592	0.0313903492	0.0173906582	2988	3241	3241	3080	2861	1330	3	0.0132675100277692	0	0	0.00131877607142857	0.00143745958888889	0.0086067282625	0.0253638267833333	0.0149497464875	0.0102292881814286	0.0010070949	0.0011645992	0.0013536771	0.0153871602	0.0039065234	0.0036331674
PHEX	0.0147543104606557	0.0064173696	0.0122258504928962	0.0060761502	0.015771315919172	0.00542138984721538	0.00492853622474125	0.003942828979793	0.00335570469798658	0.0013347648	0.0004426778	0.0018329359	0.0162756266	0.0249043906	2247	2029	2029	2029	2029	1192	X	0.00936421882700838	0	0	0.00250567011428571	0.00264605955555556	0.00616441678947368	0.0212088405583333	0.0124222152730769	0.0124961201861111	0.0013366166	0.0018468276	0.0022390019	0.0165435155	0.0064192428	0.0053140214
PHF10	0.0167598173579235	0.0070083305	0.00820483527650273	0.0032211696	0.00779588944011339	0	0.00212615166548547	0.00135685210312076	0.00501002004008016	0.0007558033	2.6254e-06	0.0007588768	0.013435478	0.0237435419	1353	1411	1411	1324	1474	998	6	0.00496102055279943	0	0	0.00138056915714286	0.00173525333333333	0.0045714771975	0.0240951617666667	0.01453039726	0.0175805067242857	0.0007393828	0.0007401827	0.0015105399	0.0131935389	0.005760324	0.0064125251
PHF13	0.0224194509588571	0.0088946474	0.0124015829497143	0.0047869647	0.0282574568288854	0.00784929356357928	0.00313971742543171	0.008	0.00156985871271586	0.0023520455	0.0011733419	0.0035324104	0.0433378098	0.0451551286	861	637	637	637	625	637	1	0.021978021978022	0	0	0.00250766278571429	0.00273678166666667	0.0117160007025	0.041799739675	0.0233248396972973	0.02311594744	0.0011625207	0.002323797	0.0029709329	0.0306199528	0.0104578967	0.0071911903
PHF14	0.0129954561206704	0.0039805604	0.00872297460670391	0.002412835	0.0168732782369146	0.00619834710743802	0.00172176308539945	0.0108217788298952	0.00273722627737226	0.0022848209	0.0011423935	0.000793911	0.0242462801	0.0112312195	2745	2904	2904	2771	2957	1096	7	0.00792011019283747	0.00034435261707989	1	0.00146554824285714	0.00175454706666667	0.0049372142925	0.02950781729	0.0134928059052632	0.00830216756805555	0.0008029788	0.0010941724	0.0014856041	0.020513895	0.0052344143	0.0028501751
PHF19	0.0156994361439153	0.005997213	0.00832843729312169	0.002385831	0.0172413793103448	0.00394088669950739	0.000492610837438424	0.0056980056980057	0.0130111524163569	0.0005826743	2.192e-06	0.0017527958	0.0454697121	0.0604580643	1740	2030	2030	1525	1404	538	9	0.0083743842364532	0	0	0.00123751887142857	0.00193246775555556	0.0058581943975	0.032397039325	0.016362247875	0.0130385243486842	0.0005742362	0.000574933	0.0017822118	0.0222317638	0.00597603	0.0063226943
PHF21A	0.00892193318810811	0.0029031708	0.00488507239405405	0.0020635693	0.0136186770428016	0.00535019455252918	0.000486381322957198	0.00377155172413793	0.000712250712250712	2.4248e-06	0.0004901896	0.0004904347	0.0195353896	0.0106411732	2040	2056	2056	2005	1856	1404	11	0.00632295719844358	0	0	0.000773541014285714	0.00131650324444444	0.00270128227777778	0.014929519175	0.00853830584210526	0.00617394275657895	0.0004898598	0.0004904267	0.0005006354	0.0102154714	0.0026178973	0.0022662036
PHF5A	0.0130909036614973	0.005870483	0.00131793142620321	0	0.00448430493273543	0.0134529147982063	0	0.0157068062827225	0	2.1261e-06	2.1261e-06	0.0058485532	0.0325632539	0.0151555921	330	223	223	167	191	78	22	0.00448430493273543	0	0	0.00305975871428571	0.00330451342222222	0.00697135502	0.0224145859666667	0.01464517513125	0.00922380991891892	2.6514e-06	2.4821e-06	0.0013190743	0.0156653659	0.0064075374	0.0032511662
PHF7	0.0227039582169312	0.0072578546	0.031993647810582	0.0114969843	0.0209380234505863	0.00418760469011725	0.0033500837520938	0.00554323725055432	0.0029940119760479	0.0035331774	3.2044e-06	0.0026485904	0.0440917592	0.0115871733	1143	1194	1194	943	902	334	3	0.00921273031825796	0	0	0.0025123745	0.0030359081	0.007698342195	0.0375184330333333	0.02087993438625	0.0148955782894737	0.0017531791	0.0017529484	0.0026522482	0.0311961382	0.0064367117	0.0066242648
PHGDH	0.0249279176603175	0.0096909475	0.0244096858941799	0.0083246872	0.0273972602739726	0.010958904109589	0.00684931506849315	0.0152788388082506	0.00110132158590308	0.0018837988	0.0018896447	0.0050454632	0.033853339	0.0536035962	1599	1460	1460	1551	1309	908	1	0.0178082191780822	0.000684931506849315	1	0.00296651534285714	0.00307668401111111	0.01103655826	0.0393756322041667	0.0222943069575	0.0219412445302632	0.0018827056	0.0018829948	0.0025014326	0.0279447836	0.0104031059	0.0086814561
PHIP	0.0131949436205405	0.0047875093	0.00934488889513514	0.0033410334	0.0136371792571326	0.00448591422931994	0.00143549255338238	0.00396825396825397	0.00205867215645908	0.0015852243	0.001250607	0.002216144	0.0316892096	0.0165565137	5274	5573	5573	5559	4788	1943	6	0.00789520904360309	0	0	0.0016053416	0.00176686587777778	0.0061254678475	0.0254787892916667	0.01306681198625	0.00918982668055556	0.0015216815	0.001521811	0.0015721429	0.0181393808	0.0050416195	0.0034528883
PHKA1	0.0145363240631902	0.0056992005	0.0149351338852761	0.0064594915	0.0137426900584795	0.00380116959064327	0.00087719298245614	0.00489349453080023	0.00414555504375864	0.0019428662	0.0009107361	0.0021714082	0.0193333789	0.0204074713	3669	3420	3420	3420	3474	2171	X	0.010233918128655	0	0	0.00234484651428571	0.00240843471111111	0.00525699059444444	0.0244609893625	0.0127745960162162	0.0119763032793103	0.0013742633	0.0016401357	0.0019358131	0.0181295784	0.006073909	0.0052289949
PHKA2	0.0197525318805714	0.0073470741	0.014466546216	0.0052544215	0.0218161985274066	0.00763566948459231	0.00136351240796291	0.00409053722388874	0.00647548566142461	0.0016227996	0.0009667778	0.0033674727	0.022232237	0.0330970814	3705	3667	3667	3635	3667	2162	X	0.0139078265612217	0	0	0.00242378312857143	0.00286742465555556	0.0090578665475	0.0277964178833333	0.01724640369625	0.0168452543348485	0.0016231468	0.0016229113	0.0026067847	0.0194756294	0.0067336272	0.006907859
PHKB	0.0171534984762162	0.0059843881	0.0135995668318919	0.0073420815	0.0275988960441582	0.00613308800981294	0.00214658080343453	0.00884146341463415	0.00523560209424084	0.0016229161	0.0003238252	0.0042386865	0.0298439718	0.0194116318	3177	3261	3261	3260	3280	1719	16	0.0171726464274762	0	0	0.00218256617142857	0.0029793881	0.0084522432175	0.0278909993166667	0.015826574215	0.01564448805	0.0006326927	0.0015844938	0.0032874151	0.0230071457	0.0068069222	0.0056247453
PHLDB2	0.01843079136	0.0070702184	0.0184286852945946	0.0074420915	0.0293760621510075	0.00873998543335761	0.00291332847778587	0.00510073960724305	0.00798801797304044	0.0031949102	0.0005348841	0.0029788064	0.0242279846	0.0928475425	3759	4119	4119	3635	3921	2003	3	0.0182083029861617	0.000242777373148823	1	0.00193724332857143	0.00241609506666667	0.0077544099825	0.0361529385	0.01873322083625	0.0158239796783784	0.0013713275	0.001354577	0.002650844	0.0246009308	0.0079463053	0.0053988666
PHLPP2	0.0180384170169312	0.0067499942	0.0145044420693122	0.0061840429	0.0284821118443904	0.00903091351163599	0.00451545675581799	0.00779588944011339	0.00516795865633075	0.0022986354	0.0007631661	0.0043967166	0.0465285423	0.0304008505	3948	2879	2879	2823	2822	774	16	0.0177144841959014	0.000347342827370615	1	0.00280328635714286	0.00318381676666667	0.008918035335	0.0274179776416667	0.01700663541625	0.0155981560052632	0.0015240618	0.002286838	0.0023581725	0.0211542688	0.0067040707	0.005308589
PHTF1	0.0211327319620321	0.0058839329	0.0175057677754011	0.0052977123	0.0224921277552857	0.00269905533063428	0.000449842555105713	0.00224719101123596	0.00481058328322309	0.0009400745	2.2919e-06	0.0028142965	0.0189628206	0.0284475362	2286	2223	2223	2274	2225	1663	1	0.0139451192082771	0	0	0.00177610705714286	0.00182382481111111	0.00553778625	0.0390109314916667	0.0185059791115385	0.0154443337	0.0008844861	0.0008847517	0.0017656663	0.018713958	0.0052498266	0.0056762944
PHTF2	0.0135907321740541	0.0053242785	0.0109998905216216	0.0042310838	0.0174978127734033	0.00568678915135608	0.00174978127734033	0.00642791551882461	0.00199866755496336	0.0023561337	0.0004692842	0.0027081891	0.0408767063	0.0153583706	2241	2286	2286	2178	2178	1501	7	0.0113735783027122	0	0	0.00188994008571429	0.00211818264444444	0.00440247927631579	0.0362087905875	0.0169451865846154	0.00850794586891892	0.0008966007	0.0016729012	0.0018230663	0.0254806943	0.0058228527	0.0030215583
PHYHIPL	0.0103215664026455	0.0032228628	0.00336947363121693	2.4846e-06	0.00612244897959184	0.00408163265306122	0.00204081632653061	0.0122448979591837	0.00571428571428571	0.0009208217	2.2154e-06	0.002773564	0.0140408725	0.0121445072	1128	490	490	490	490	175	10	0.00612244897959184	0	0	0.0013968126	0.00118510594444444	0.0030348496075	0.0213574852708333	0.00931129087875	0.00629719429868421	0.0008870017	0.0008870494	0.0008921122	0.0127576937	0.0029955576	0.0028963169
PI15	0.0132515225171123	0.0053755545	0.0114326631390374	0.0068803256	0.0411160058737151	0.00881057268722467	0.00146842878120411	0.00591715976331361	0.00353982300884956	2.6653e-06	0.0013145239	2.5119e-06	0.0270448528	0.019208683	774	681	681	709	676	565	8	0.0293685756240822	0.00146842878120411	1	0.00185606057142857	0.00260298671111111	0.0067130965675	0.0283907481291667	0.0141712310075	0.0119101866526316	0.0012928227	0.0012931507	0.0015680039	0.0228672929	0.0070295982	0.0038972882
PI16	0.0351281471558659	0.0125324687	0.052270324249162	0.018199389	0.0282074613284804	0.00727934485896269	0.00181983621474067	0.00579950289975145	0.00301204819277108	0.0021984841	3.0874e-06	0.002202787	0.0430875631	0.0803394799	1383	1099	1099	1099	1207	332	6	0.0100090991810737	0	0	0.0027193865	0.0039190877	0.0123288591025	0.06929678387	0.0318883832932432	0.0273977227027027	0.0021832234	0.0021835226	0.0029326236	0.0433412429	0.012819165	0.0083905227
PI4KB	0.0130136463848649	0.0052146079	0.00609344832	0.0022902558	0.0218106995884774	0.00411522633744856	0.00123456790123457	0.0021767522855899	0.00100200400801603	2.8594e-06	0.0004040312	0.0024477398	0.0095671515	0.0188228411	2448	2430	2430	2360	2297	998	1	0.0123456790123457	0	0	0.00158158332857143	0.00193183123333333	0.00548388944	0.0245647954958333	0.01255900240375	0.0119179417932432	0.0012259337	0.001227346	0.0016676	0.0151491902	0.0041696944	0.004080598
PIAS1	0.0118684217459893	0.0046661398	0.00281859025240642	0.001991372	0.0125448028673835	0.00537634408602151	0.001194743130227	0	0.000803858520900322	0.0020855988	2.4904e-06	0.0010996444	0.025090228	0.0083728433	1929	1674	1674	1638	1670	1244	15	0.00716845878136201	0	0	0.00142326737142857	0.00151155884444444	0.00592163415	0.0221127229666667	0.01277083558375	0.00945683635405405	0.0005613476	0.001029674	0.001058922	0.015566075	0.0054667824	0.0027859921
PIBF1	0.0174550908186441	0.0061206051	0.0163125551949153	0.0073479023	0.0281938325991189	0.00881057268722467	0.000881057268722467	0.00490852298081214	0.0040281973816717	0.0024385009	0.0009763218	0.0019595761	0.041816241	0.0197755213	2271	2270	2270	2458	2241	993	13	0.0176211453744493	0	0	0.00257052672857143	0.00256667258888889	0.00750576721666667	0.0372178172416667	0.0194701153815789	0.0116272524402778	0.0013430511	0.0017920222	0.0026967083	0.0268713391	0.0075956514	0.0050632281
PICALM	0.00726421527830688	0.0025234562	0.00250164621111111	2.7332e-06	0.02061337355455	0.00402212166918049	0.000502765208647562	0.00463917525773196	0.00155763239875389	0.0026322698	0.0005204308	0.0005944694	0.0153739524	0.0087443642	1968	1989	1989	1838	1940	642	11	0.0145801910507793	0	0	0.00147092622857143	0.00137018644444444	0.0029150968575	0.013909789025	0.007130991835	0.00484446211315789	0.000612467	0.0006111766	0.0010398539	0.0087775558	0.0032036628	0.0015834094
PID1	0.0167644607181818	0.0083793352	0.00579708892245989	2.3152e-06	0.033373063170441	0.00834326579261025	0.00834326579261025	0	0	0.0016096641	2.096e-06	0.0015736007	0.0233636435	0.0066377945	621	839	839	147	213	147	2	0.0166865315852205	0	0	0.0030148589	0.00347095073333333	0.0079012095675	0.0368011620333333	0.0181066776375	0.015938462272973	0.0016154597	0.0016181476	0.0029657998	0.0229301511	0.0091314444	0.0048833512
PIF1	0.0260660046462428	0.0103561761	0.0252954064716763	0.0123383975	0.0384787472035794	0.00850111856823266	0.00402684563758389	0.00975836431226766	0.0115384615384615	0.001094001	3.1009e-06	0.0072730683	0.0279506233	0.0447282959	1890	2235	2235	2237	2152	520	15	0.0205816554809843	0	0	0.00380836628571429	0.00435369733333333	0.0100276076305556	0.05520763935	0.0245414988513889	0.0208430487117647	0.0010957737	0.0016724916	0.0029138024	0.0348330026	0.011658507	0.007799757
PIGA	0.0172615844363636	0.0061972766	0.0298247352106952	0.0098970976	0.012531328320802	0.0031328320802005	0.0025062656641604	0.00478850758180367	0.00483091787439614	0.0006898511	2.1223e-06	0.0049433035	0.0247354893	0.018077151	1452	1596	1596	1251	1253	207	X	0.0081453634085213	0	0	0.0025870799	0.00301769136666667	0.006309713615	0.0300549325166667	0.01568901075625	0.012376362227027	0.001294338	0.0007221741	0.0020825091	0.0206275641	0.0061291147	0.0041392985
PIGB	0.0232261099734807	0.0076669145	0.0319654555309392	0.0112629591	0.0195185426154847	0.00650618087182824	0.00520494469746259	0.011070110701107	0.0016366612111293	0.0025490718	0.0006354357	0.0061542055	0.0591316933	0.029324199	1608	1537	1537	1537	1355	611	15	0.0117111255692908	0	0	0.00337060592857143	0.00359825061111111	0.0075354407625	0.0708188655545455	0.0265037218054054	0.0145871567618421	0.0018704522	0.0024954569	0.0031361494	0.047608929	0.0088381083	0.0049544458
PIGF	0.0199172953737968	0.0065614235	0.0211735942759358	0.0080957164	0.0388007054673721	0.00529100529100529	0.00705467372134039	0.0105820105820106	0.00293255131964809	0.0035668918	2.1237e-06	0.0015491809	0.0555043508	0.0208423098	657	567	567	619	567	341	2	0.0229276895943563	0	0	0.00188065421428571	0.00265594093333333	0.010781599395	0.0351397019416667	0.01926247613625	0.0107671883189189	0.0015198913	0.0015217372	0.0030441228	0.0276613953	0.0060969389	0.0048189527
PIGH	0.0170101161097297	0.0064149419	0.0179313879291892	0.0066190823	0.0325644504748982	0.0067842605156038	0.0135685210312076	0.0172413793103448	0	2.3152e-06	2.3152e-06	0.0017760046	0.0433533727	0.032198762	564	737	737	416	638	294	14	0.0162822252374491	0	0	0.000764578371428571	0.000990618222222222	0.0081134135675	0.0322106844416667	0.0167820838575	0.0134390862675676	2.0997e-06	2.1284e-06	0.0018047147	0.0236888849	0.0064201696	0.0055801271
PIGK	0.0183370417340782	0.0060645188	0.0189332403469274	0.0088679387	0.0254777070063694	0.00727934485896269	0.000909918107370337	0.00714924039320822	0	0.0026053822	2.8583e-06	2.8583e-06	0.0435097696	0.0351623429	1185	1099	1099	978	1119	542	1	0.0181983621474067	0	0	0.00260063875714286	0.00200614536666667	0.0078220402325	0.0386411707166667	0.018394552165	0.0108847936515152	0.0008523537	0.0008481445	0.0025570987	0.0352195248	0.0066528609	0.0044165257
PIGL	0.0280976815907104	0.0111068918	0.0348487645005464	0.0137628004	0.0299625468164794	0.0162297128589263	0.00374531835205993	0.00757575757575758	0	0.0013287599	2.4925e-06	0.0067423566	0.030142409	0.0719304196	756	801	801	692	660	68	17	0.0212234706616729	0	0	0.00371011968571429	0.00322659758888889	0.0116757393027778	0.0449608559818182	0.0254182071594595	0.0241851416092105	0.0013255164	0.0013258274	0.0030375351	0.0345764725	0.0101124594	0.0108934818
PIGN	0.0233544673201117	0.0095248095	0.0327016980888268	0.0139219619	0.0255177514792899	0.00443786982248521	0.00480769230769231	0.0062962962962963	0.00157232704402516	0.0040819362	2.5629e-06	0.0037138589	0.0334698339	0.0333421508	2793	2704	2704	2821	2700	1272	18	0.0140532544378698	0	0	0.00263911544285714	0.00333354196666667	0.00841535154473684	0.036262338425	0.0196262694868421	0.0200689459	0.0021526643	0.0021525999	0.0026538372	0.0282667339	0.0088765085	0.0076320621
