mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event
MAP3K13	0.0223669205206349	0.0074616847	0.0195355904804233	0.007729207	0.028459273797841	0.00654236179260713	0.00392541707556428	0.0115263709395739	0.00693481276005548	0.0031007763	0.0010517024	0.0040025169	0.0294907917	0.0425504781	2898	3057	3057	2884	2863	2884	3	0.0183186130193	0	0
MAP3K14	0.0244782418828877	0.01008987	0.0230570288727273	0.0100689223	0.0255744996293551	0.0133432171979244	0.0022238695329874	0.0108087961237421	0.00954829232464194	0.0031950226	0.0003535511	0.0038977809	0.0427018069	0.0439158655	2841	2698	2698	2699	2683	2723	17	0.0148257968865827	0	0
MAP3K15	0.0327544102255172	0.0109405009	0.0471987726165517	0.0124427915	0.0267352185089974	0.00616966580976864	0.00616966580976864	0.00535304613815957	0.006232859636001	0.0014296281	0.0017292955	0.0038756282	0.0177855014	0.0468996625	3534	3890	3890	3890	3923	4011	X	0.0141388174807198	NA	NA
MAP3K19	0.0351535411411765	0.0115807067	0.048661072073262	0.0175365103	0.0310319942266057	0.0132306952128939	0.002165022853019	0.0159737417943107	0.0108275328692962	0.0046813206	0.0025629842	0.0063947719	0.0596641913	0.0422558134	3978	4157	4157	4157	4570	3879	2	0.017320182824152	0	0
MAP3K2	0.0112490395727273	0.0037578307	0.00575715876149733	0.0022425249	0.0177914110429448	0.00613496932515337	0.00122699386503067	0.00245398773006135	0.00244947948560931	2.5539e-06	3.1319e-06	0.0010866356	0.0237269398	0.0128547366	1857	1630	1630	1630	1630	1633	2	0.0098159509202454	0	0
MAP3K3	0.0197324788675978	0.0047878815	0.0108989017687151	0.0019155158	0.0218120805369128	0.00671140939597315	0.00279642058165548	0.00119047619047619	0.0066747572815534	0.0005347504	0.0005323521	0.0016038628	0.0115410081	0.0259291595	1914	1788	1788	1741	1680	1648	17	0.0139821029082774	0	0
MAP3K4	0.0254564958586592	0.0093726697	0.0189952080681564	0.007891513	0.0183290707587383	0.00660699062233589	0.00255754475703325	0.00894901144640999	0.00602021070737476	0.0006671918	0.0002337748	0.0016977934	0.040326995	0.0355176587	4620	4692	4692	4654	4805	4651	6	0.013000852514919	0	0
MAP3K5	0.0181913532497175	0.0076754157	0.00889961963559322	0.0039822112	0.0158509454949944	0.00444938820912125	0.00111234705228031	0.00721500721500722	0.00361613351877608	0.0018879792	2.544e-06	0.0013948794	0.0359109919	0.0260109514	3864	3596	3596	4115	4158	3595	6	0.0102892102335929	0	0
MAP3K7	0.00958805918360656	0.0028493458	0.00274434083005464	2.6119e-06	0.0121951219512195	0.00426829268292683	0.00182926829268293	0.00855263157894737	0.00328947368421053	0.0022412106	0.0005579381	0.0011431665	0.0208677284	0.0078823703	1818	1640	1640	1540	1520	1520	6	0.00853658536585366	0	0
MAP4	0.0323701091636364	0.0106660654	0.0484823828128342	0.0176381933	0.0238450074515648	0.00676372807520349	0.00160495242462456	0.00653218059558117	0.00831187075626317	0.0040485802	0.0003125885	0.002196177	0.0451841371	0.0604249296	3258	8723	8723	8810	5205	8542	3	0.0146738507394245	0.000114639458901754	1
MAP4K3	0.0130972310809524	0.004227698	0.00593909579417989	0.0020678472	0.0227908836465414	0.00919632147141144	0.00159936025589764	0.00631412786108919	0.00433839479392625	0.0020545915	0.0004174594	0.0025245993	0.0311200428	0.0142145794	2586	2501	2501	2526	2534	2766	2	0.0151939224310276	0	0
MAP4K5	0.0108396301497268	0.003874721	0.00764665050928962	0.0023667386	0.0236757624398074	0.00441412520064205	0.00120385232744783	0.00511727078891258	0.00375156315131305	0.001567104	0.0011915559	0.0023800195	0.0285098316	0.0110014983	2538	2492	2492	2342	2345	2399	14	0.0128410914927769	0	0
MAP7	0.0243442122299465	0.0094355653	0.0278106781524064	0.0111288839	0.0296901893287435	0.00731497418244406	0.00129087779690189	0.0116877045348294	0.0101429230059935	0.0014738586	0.0014345902	0.0057183324	0.039551073	0.0400909014	2139	2324	2324	2336	2139	2169	6	0.01592082616179	0	0
MAP9	0.0289375751848649	0.0088947355	0.0409579927918919	0.0130114668	0.0370550950755729	0.0121891760117016	0.00731350560702097	0.0154905335628227	0.0237717908082409	0.0026015769	0.0010361456	0.0064272351	0.0387549694	0.0436714934	1938	2051	2051	1746	1743	1893	4	0.0190151145782545	0	0
MAPK10	0.0119061787167568	0.0051893	0.00111417150162162	2.053e-06	0.0163325909428359	0.00296956198960653	0.00148478099480327	0.0075187969924812	0.00402955003357958	0.0038566823	2.1553e-06	NA	0.0161517206	0.0136653103	1392	1347	1347	1347	1330	1489	4	0.0126206384558278	0	0
MAPK14	0.0145418347016216	0.0055849881	0.00217236993351351	2.3566e-06	0.0160427807486631	0.00267379679144385	0.0035650623885918	0.00510725229826353	0.00171969045571797	1.9561e-06	1.9561e-06	0.0023345937	0.0470970159	0.0156594059	1053	1122	1122	982	979	1163	6	0.00802139037433155	0	0
MAPK3	0.0136636550607362	0.0060007886	0.0041537525202454	2.5044e-06	0.023094688221709	0.00615858352578907	0.00153964588144727	0.00418410041841004	0.0049800796812749	0.0011004515	2.562e-06	0.0012680664	0.0240341548	0.0242830375	975	1299	1299	1059	1195	1004	16	0.0161662817551963	0	0
MAPK8	0.00975382271229946	0.0036024339	0.0011519880486631	2.1553e-06	0.0116009280742459	0.000773395204949729	0.00232018561484919	0	0.00158856235107228	0.0033319829	2.2463e-06	0.0032543599	0.0053958447	0.0087690398	1269	1293	1293	1259	1257	1259	10	0.00850734725444702	0	0
MAPK9	0.0139045847486486	0.006208237	0.00244426681351351	2.4193e-06	0.0156617071260767	0.00313234142521535	0.00313234142521535	0.000800640512409928	0.0043731778425656	0.0024422431	2.3435e-06	2.0735e-06	0.0214977361	0.0250712031	1251	1277	1277	1256	1249	1372	5	0.0125293657008614	0	0
MAPKAP1	0.0136429578597884	0.0045350385	0.00297701638201058	2.6948e-06	0.0261958997722096	0.00398633257403189	0.00284738041002278	0.00198412698412698	0.00330687830687831	0.0016526762	0.0008151818	0.0024312181	0.0265501927	0.0237550093	1566	1756	1756	1756	1512	1512	9	0.0176537585421412	0	0
MAPKAPK2	0.023274490744	0.009028455	0.00263293158628571	0	0.0217948717948718	0.00384615384615385	0	0.00897435897435897	0.00416666666666667	0.0014746583	2.057e-06	0.0060150323	0.013504802	0.0487422355	921	780	780	827	780	960	1	0.0102564102564103	0	0
MAPKAPK3	0.0195025865333333	0.0070515573	0.016639384310582	0.0082131097	0.0190657769304099	0.00476644423260248	0.000953288846520496	0.0047438330170778	0.0110864745011086	0.0027270988	0.0009035457	0.0036827809	0.0249226695	0.0375537907	1152	1049	1049	1048	1054	902	3	0.0133460438512869	0	0
MAPKAPK5	0.0109828452372973	0.0040175466	0.00343624230216216	2.3455e-06	0.0160750167448091	0.00334896182183523	0.000669792364367046	0	0.00232378001549187	0.0007537927	0.0022677251	2.5628e-06	0.0270849831	0.017744633	1419	1493	1493	1434	1291	1291	12	0.0113864701942398	0	0
MAPRE2	0.0148569706568306	0.0061055525	0.00352705928852459	2.704e-06	0.0127326150832517	0.0019588638589618	0.0019588638589618	0.00322234156820623	0.00706713780918728	0.0035153885	2.775e-06	2.5051e-06	0.0196662764	0.0275165473	861	1021	1021	849	931	849	18	0.00587659157688541	0	0
MARCH1	0.021206745448	0.0078489772	0.00910241641542857	0.0006550173	0.0244282744282744	0.00831600831600832	0.00467775467775468	0.00592991913746631	0.0130769230769231	0.005810708	2.2161e-06	2.2161e-06	0.0255906964	0.0745499053	705	1924	1924	1377	1855	1300	4	0.0109147609147609	0	0
MARCH10	0.0342505177895954	0.0134505462	0.0526906039132948	0.0201795439	0.0315747402078337	0.0123900879296563	0.00679456434852118	0.00601374570446735	0.0141313383208645	0.0043110656	0.0008669323	0.0087212563	0.04695245	0.0516990866	2376	2502	2502	2502	2328	2406	17	0.0163868904876099	0	0
MARCH11	0.0150119689968153	0.004328469	0.00359746376050955	2.3832e-06	0.0110294117647059	0.000919117647058824	0.00367647058823529	0.0036563071297989	0.0192926045016077	2.4393e-06	0.0018765124	0.0042672438	0.0108476787	0.0122985662	531	1088	1088	1528	1094	622	5	0.00551470588235294	0	0
MARCH3	0.0109120920027624	0.005644363	0.00210724492154696	2.2937e-06	0.0271493212669683	0.00603318250377074	0.00150829562594268	0.00995024875621891	0.00910470409711684	2.3122e-06	0.0018432524	0.0036682292	0.020324459	0.0150479651	759	663	663	1141	1005	659	5	0.0135746606334842	0	0
MARCH5	0.00811773812751323	0.0025991252	0.00053791073968254	0	0.0116788321167883	0.00291970802919708	0.00291970802919708	0	0.00145985401459854	2.1709e-06	2.1709e-06	0.0025746403	0.0147054055	0.0093872994	834	685	685	685	727	685	10	0.00291970802919708	0	0
MARCH6	0.01731391746	0.0056381117	0.00579870560972973	0.0016963996	0.0168640114818802	0.00681736634373879	0.0017940437746681	0.00265654648956357	0.00371333085777943	0.0007613084	0.000380343	0.0018710697	0.0128739946	0.0165977628	2712	2787	2787	2623	2635	2693	5	0.0107642626480086	0	0
MARCH7	0.013739020231016	0.0049190559	0.0155615593374332	0.0063902304	0.0287569573283859	0.00510204081632653	0.000927643784786642	0.00289296046287367	0.00495049504950495	0.0009752214	2.5694e-06	0.0029375823	0.0465710796	0.0280026693	2061	2156	2156	2093	2074	2222	2	0.0185528756957328	0	0
MARCO	0.0427872964726776	0.0164611528	0.0654147136934426	0.0281626088	0.033957033957034	0.0138600138600139	0.00762300762300762	0.0113895216400911	0.0119047619047619	0.0060218548	0.0027772973	0.0051876512	0.0642651078	0.0763470054	1407	1443	1443	1338	1317	1176	2	0.0152460152460152	0	0
MARK1	0.0191648410605405	0.0071214151	0.00792836100108108	0.003356273	0.0105953582240161	0.00403632694248234	0.00353178607467205	0.0125944584382872	0.00756811301715439	0.0016796065	0.0013537238	0.0009646647	0.0415960726	0.0301044628	2334	1982	1982	2042	1985	1982	1	0.0070635721493441	0	0
MARK3	0.0150238956839572	0.0053312871	0.0073135184828877	0.0023657649	0.0226320201173512	0.00628667225481978	0	0.00198412698412698	0.0045	0.0020802532	0.0012134673	0.0029543323	0.0274229052	0.0111354614	2184	2386	2386	2318	2016	2000	14	0.0138306789606035	0	0
MARS	0.018246680647541	0.0066581264	0.0155435877169399	0.0066192773	0.0263872720217307	0.0069848661233993	0.000776096235933256	0.00565199838514332	0.00819336337566571	0.0026614468	2.1029e-06	0.0039445117	0.0430871035	0.0387063069	2700	2577	2577	2447	2477	2441	12	0.0174621653084983	0	0
MARVELD2	0.0276454467989418	0.0116569865	0.0294655910529101	0.011700683	0.044529262086514	0.00636132315521628	0.00508905852417303	0.00947368421052632	0.00963391136801541	0.0030848222	0.0012249087	0.0012252097	0.0450044594	0.1698572427	1677	1572	1572	1569	1900	1557	5	0.0311704834605598	0	0
MAST2	0.0250791444298246	0.0091795614	0.0222883423397661	0.0092926173	0.0308766770814189	0.00918948722661275	0.00257305642345157	0.00403966213734851	0.00715563506261181	0.0024473556	0.0031390944	NA	0.031350934	0.0417732336	4923	5441	5441	5462	5446	5590	1	0.0192979231758868	0	0
MASTL	0.0243273782597765	0.0089403892	0.0306211366564246	0.0113329979	0.0283576211106735	0.00472627018511225	0.00354470263883419	0.00703915530136384	0.00913440626359287	0.0011640648	3.0049e-06	0.0029966982	0.0405531483	0.0544942438	2637	2539	2539	2390	2273	2299	10	0.0149665222528555	0	0
MAT1A	0.0810130824724868	0.0138981642	0.013261710959893	0.0075325093	0.028459273797841	0.013738959764475	0.00490677134445535	0.00402414486921529	0.0110663983903421	0.0061308521	2.7373e-06	0.0040417323	0.0391487285	0.0548175196	1188	1019	1019	994	994	994	10	0.0157016683022571	0	0
MAT2B	0.0165997417459016	0.0050050214	0.00870454751092896	0.004210265	0.0181582360570687	0.00648508430609598	0.00259403372243839	0.00389105058365759	0.00648508430609598	0.0033577932	0.001109614	0.0010751625	0.0172200187	0.0231919646	945	771	771	771	771	771	5	0.0155642023346304	0	0
MATN2	0.024042030697861	0.0092522518	0.0252593373176471	0.010521615	0.0363886028149674	0.0123583934088568	0.00514933058702369	0.00634249471458774	0.010200492437566	0.0033808874	0.0024271805	0.0027631184	0.0397233819	0.0560295066	2865	2913	2913	2841	2838	2843	8	0.0151047030552695	0.000343288705801579	1
MAVS	0.0404226338978378	0.0174023696	0.0665927890454054	0.0287507715	0.0359794403198173	0.0154197601370645	0.00685322672758424	0.0103199174406605	0.0116492949110975	0.00313755	0.000676894	0.0037266756	0.0698878768	0.0855554097	1500	1751	1751	1041	969	1631	20	0.0159908623643632	0	0
MAX	0.00548895890648649	0.0021181754	0.00224395714702703	0	0.0119225037257824	0.00596125186289121	0.00596125186289121	0.00862068965517241	0.00272479564032698	0	0	2.5268e-06	0.0042861219	0.0043377383	480	671	671	441	232	367	14	0.00745156482861401	0	0
MBD1	0.0267109482793651	0.006495367	0.0376139378888889	0.0094002841	0.0260631001371742	0.00731595793324188	0.000914494741655235	0.00900423728813559	0.00544824170381377	0.0005826494	2.256e-06	0.0041003902	0.0577832031	0.0276687621	1776	2187	2187	1885	1888	2019	18	0.0160036579789666	0	0
MBD2	0.00960416907677419	0.0038915359	0.00191255689806452	2.3515e-06	0.0195417789757412	0.000673854447439353	0.000673854447439353	0.00569395017793594	0.00265604249667995	0.0025718189	2.6566e-06	0.0012803401	0.0213122577	0.0121867055	786	1484	1484	1477	1405	753	18	0.0141509433962264	NA	NA
MBD4	0.0302915576871508	0.0118013455	0.0424112269603352	0.0157964429	0.0312855517633675	0.00910125142207053	0.00511945392491468	0.0108349267049076	0.0104098893949252	0.0007056401	0.0011961759	0.0052924068	0.0445904955	0.050370616	1716	1758	1758	1671	1569	1537	3	0.0199089874857793	0	0
MBD5	0.00798353006557377	0.0028655104	0.0063795276852459	0.0023093175	0.0176035207041408	0.00600120024004801	0.0028005601120224	0.00250771604938272	0.00330546373711841	0.0015337855	0.0020761909	0.0023087325	0.0298624671	0.0060144421	4497	4999	4999	5111	5184	5143	2	0.0122024404880976	0.000400080016003201	2
MBIP	0.0157557382903743	0.0058888681	0.0203416736721925	0.0067579349	0.0216776625824694	0.00471253534401508	0.00188501413760603	0.00369458128078818	0.00615006150061501	0.0029084974	0.000966529	0.0009684947	0.0299220196	0.02400513	1032	1061	1061	798	812	813	14	0.0131950989632422	0	0
MBNL1	0.00798944553386243	0.0021228159	0.000576596578306878	0	0.0155642023346304	0.00155642023346304	0.00155642023346304	0.00359453630481668	0.00225733634311512	0.0008477257	0.0008451997	2.7287e-06	0.0056824808	0.0081174552	1197	1285	1285	1204	1391	1329	3	0.0124513618677043	0	0
MBNL2	0.0109588744572193	0.0041305339	0.00202603042406417	2.4007e-06	0.014468085106383	0.0051063829787234	0.000851063829787234	0.00412796697626419	0.00103199174406605	2.5552e-06	2.5654e-06	2.4162e-06	0.01437171	0.0079373605	1047	1175	1175	969	969	969	13	0.00936170212765958	0	0
MBNL3	0.0176465143951872	0.0071794757	0.0221878215823529	0.0065493891	0.0125368731563422	0.00294985250737463	0.000737463126843658	0.0043630017452007	0.00373412994772218	0.0028922148	2.7182e-06	2.311e-06	0.0242761104	0.032645482	1053	1356	1356	1088	1146	1339	X	0.00811209439528024	0	0
MBOAT1	0.0223058879628415	0.0090345732	0.023722857947541	0.0092233564	0.0285261489698891	0.00871632329635499	0.00475435816164818	0.0142630744849445	0.0103911980440098	0.0014155044	0.0007243602	0.0048933724	0.0371788613	0.0286537577	1461	1262	1262	1262	1262	1636	6	0.0213946117274168	0	0
MBOAT2	0.0253859688469274	0.0104451522	0.0302888193044693	0.0120127382	0.0154071900220103	0.00220102714600147	0.00220102714600147	0.0127245508982036	0.00722543352601156	0.0021769837	0.0007174015	0.0037845857	0.0376879084	0.0273160214	1485	1363	1363	1262	1336	1384	2	0.00880410858400587	0	0
MBTD1	0.0102181942524064	0.0028336413	0.00264743323636364	2.8886e-06	0.014199890770071	0.00491534680502458	0.00109229929000546	0.00289715113471753	0.000551571980143409	0.0011740445	0.0005859435	0.0023502617	0.0215976912	0.0075266037	1884	1831	1831	2134	2071	1813	17	0.0109229929000546	0	0
MBTPS1	0.0210902025	0.0090319773	0.00807343722513369	0.0030001606	0.0333919156414763	0.00632688927943761	0.000351493848857645	0.00214362272240086	0.0110991765127103	0.0022772583	0.0006469524	0.0025995309	0.0331460387	0.0429270897	3156	2845	2845	2799	2799	2793	16	0.021792618629174	0.000351493848857645	1
MBTPS2	0.0218218881299435	0.004954821	0.0111153234943503	0.0022906876	0.0150554675118859	0.00396196513470681	0.000792393026941363	0.0024	0.00465477114041893	0.0014169575	0.0007097103	0.0035665268	0.0129016148	0.017491223	1521	1262	1262	1262	1250	1289	X	0.00871632329635499	0	0
MCC	0.021846972247541	0.0089570988	0.00593480684918033	0.0014899954	0.0362193859951708	0.00827871679889617	0.00137978613314936	0.0118255728011826	0.00658183413777973	0.0037122407	0.0013314031	0.0044508159	0.03346592	0.0479916522	2430	2899	2899	2960	2706	2279	5	0.0220765781303898	0	0
MCCC1	0.0243453680568306	0.0092572028	0.0253604567530055	0.0124027128	0.0321463897131553	0.0113748763600396	0.00593471810089021	0.00612244897959184	0.0086734693877551	0.0032553872	0.0013901366	0.0068081949	0.0394593279	0.0338324272	2175	2022	2022	1960	1960	1960	3	0.0187932739861523	0	0
MCF2	0.0249490030909605	0.0080044855	0.0354523160824859	0.0111951297	0.0156599552572707	0.00703100031959092	0.00127836369447108	0.00527704485488127	0.00827015851137147	0.0013378225	0.0038821875	0.003692355	0.049111305	0.0290582886	2691	3129	3129	3108	3032	2902	X	0.0102269095557686	0	0
MCFD2	0.0238574549071823	0.0070797232	0.0213853811033149	0.0073382895	0.0337837837837838	0.0045045045045045	0.00225225225225225	0.0093167701863354	0.00934579439252336	2.218e-06	2.4959e-06	0.0023822743	0.0468067293	0.0292747059	438	444	444	315	322	321	2	0.0315315315315315	0	0
MCM10	0.0309085410918033	0.0111688993	0.0329714344994535	0.0138905549	0.0362633031139141	0.0102483247930627	0.0102483247930627	0.0113097409704487	0.00644671975729996	0.0055766361	0.0007628102	0.0055944646	0.0631108742	0.0511030767	2622	2537	2537	2537	2741	2637	10	0.0165549862041782	0	0
MCM3AP	0.037390775101105	0.0121594615	0.0393831116961326	0.012959403	0.0319742852309254	0.010996447301641	0.00372187447132465	0.0076752515776906	0.0139683608212723	0.0030541352	0.0013433455	0.0044878452	0.0530557273	0.073743132	5931	5911	5911	5892	5863	5942	21	0.0196244290306209	0	0
MCM4	0.022906702498895	0.0103726782	0.0116651346950276	0.0053693331	0.0278853601859024	0.00426026336173509	0.00154918667699458	0.0140148392415499	0.00494030465212021	0.0012869626	0.000858141	0.0022758854	0.0290680562	0.0407219203	2589	2582	2582	2429	2426	2429	8	0.0158791634391944	0	0
MCM6	0.0158016865412429	0.0053893772	0.00747075029096045	0.003452524	0.0272078501338091	0.00535236396074933	0.00356824264049955	0.00624442462087422	0.0075187969924812	0.0004374077	0.0004374391	0.0008766079	0.0227410748	0.0201761186	2355	2242	2242	2242	2242	2394	2	0.0178412132024978	0	0
MCM7	0.01909136134	0.0091594056	0.00882569664918919	0.0045671396	0.0388802488335925	0.00725764644893727	0.00207361327112494	0.01157523905385	0.0111111111111111	0.0039523442	2.0446e-06	0.0044041687	0.0428984738	0.0549406004	2157	1929	1929	1927	1987	2160	7	0.024364955935718	0	0
MCM8	0.0172188396047619	0.0062946207	0.0160834819793651	0.0076985783	0.0297757153905646	0.0108275328692962	0.00270688321732405	0.00575421290587752	0.00676156583629893	0.0050382705	2.746e-06	0.0016670214	0.0360514319	0.0200044013	2499	2586	2586	2590	2433	2810	20	0.0146945088940449	0	0
MCM9	0.030124634632973	0.0107269132	0.0346750315708108	0.0143899059	0.0269758637008992	0.0089919545669664	0.00464396284829721	0.0116189000774593	0.00657894736842105	0.0026589302	0.0005870741	0.0094543439	0.044143658	0.0503074209	3426	1938	2113	1976	3873	1976	6	0.0165641268338855	0	0
MCMBP	0.0228807931088398	0.0081752351	0.0107664983066298	0.0038700258	0.0166284403669725	0.00860091743119266	0.000573394495412844	0.00688073394495413	0.00332963374028857	0.0018244697	2.4361e-06	0.0036350671	0.0871448789	0.0334357119	1710	1744	1744	1744	1744	1802	10	0.0114678899082569	0.000573394495412844	1
MCMDC2	0.0157321753174603	0.0057008734	0.0192129125830688	0.0065453831	0.0259599783666847	0.00594916170903191	0.00216333153055706	0.0110468174644924	0.00560224089635854	0.0019458357	0.0014855136	0.0006353733	0.0453094535	0.0261605733	2043	1849	1849	1814	1901	1785	8	0.0135208220659816	0	0
MCOLN2	0.0232891414812155	0.0089317313	0.0264241576475138	0.0104734485	0.0277093596059113	0.0129310344827586	0.00246305418719212	0.0164734594264796	0.0082382762991128	0.0006254039	0.0012708242	0.0031481799	0.0436963163	0.02846912	1614	1624	1624	1587	1639	1578	1	0.0147783251231527	0	0
MCOLN3	0.0192341269540984	0.0069142927	0.019137313431694	0.0086912146	0.0307390451275343	0.0052321778940484	0.00196206671026815	0.0120967741935484	0.0104643557880968	0.0012168554	0.0006075106	0.0006111801	0.0407210947	0.0316385011	1659	1529	1529	1777	1736	1529	1	0.0189666448659254	0	0
MCTP2	0.0238779699691892	0.0094114072	0.0220428577605405	0.0112054646	0.0400144196106705	0.0144196106705119	0.00540735400144196	0.00720789074355083	0.00757288905717531	0.0031665839	0.0020163406	0.0042199125	0.0218672567	0.0259853769	2634	2774	2774	2633	2636	2641	15	0.0216294160057678	0	0
MCU	0.0142326961342857	0.0057629773	0.00370928510571429	2.6492e-06	0.0240756663800516	0.00515907136715391	0.00429922613929493	0.00902708124373119	0.00303030303030303	0.0022338974	2.8823e-06	NA	0.0429321807	0.0144841653	903	1163	1163	1097	997	990	10	0.0146173688736028	0	0
MDFIC	0.0223106229821229	0.0080448777	0.0217786151608939	0.0090725511	0.0303030303030303	0.00879765395894428	0.00391006842619746	0.0142566191446029	0.00618238021638331	0.0080448777	0.0015928905	0.0015941022	0.0573634698	0.0289515831	645	1023	1023	600	491	647	7	0.0156402737047898	0	0
MDGA2	0.014312181128655	0.0044938891	0.00229846754853801	0.0011596407	0.0271580989330747	0.00420303912059489	0.00355641771742645	0.00762892889838267	0.00775193798449612	0.0007506481	2.0553e-06	NA	0.0221222091	0.0208343723	2796	3093	3093	2709	3277	2709	14	0.0161655350792111	0.000323310701584222	1
MDH1	0.014925706492973	0.0042818253	0.00772531414540541	0.0037015357	0.0170940170940171	0.00641025641025641	0.00213675213675214	0.00228310502283105	0.00799086757990868	0.0030681098	2.7932e-06	0.0030592254	0.01675991	0.0193685673	1002	936	936	876	876	876	2	0.0117521367521368	0	0
MDH1B	0.0331460409502703	0.0114659543	0.0542102966232432	0.018907442	0.0338645418326693	0.00929614873837981	0.00464807436918991	0.0068870523415978	0.0129943502824859	0.0034649224	0.0007112198	0.002348973	0.04444266	0.0359979605	1410	1506	1506	1506	1452	1770	2	0.0212483399734396	0.000664010624169987	1
MDH2	0.0232358572593583	0.0103882132	0.0104253552320856	0.0038093637	0.0382513661202186	0.00765027322404372	0.00218579234972678	0.0146520146520147	0.0122100122100122	0.0019676759	0.0009918075	0.0050148699	0.0295857815	0.0405746632	1014	915	915	819	819	819	7	0.0251366120218579	0	0
MDM1	0.0288316148092896	0.0078763782	0.0386471096535519	0.0118151023	0.0290061816452687	0.00951022349025202	0.00237755587256301	0.0133267522211254	0.00987654320987654	0.0012849119	0.001413939	0.0033948266	0.0648409767	0.0385216526	2160	2103	2103	2044	2026	2025	12	0.014265335235378	0.000475511174512601	1
MDM4	0.0171845251090909	0.005937565	0.0211428033502674	0.007009716	0.0229226361031519	0.00630372492836676	0.00171919770773639	0.00214362272240086	0.0114709851551957	0.0020662243	0.0006708317	0.002051591	0.0291791166	0.0166096399	1473	1745	1745	938	933	1482	1	0.0108882521489971	0	0
ME1	0.0217697622638418	0.0073572556	0.0215026000627119	0.0089061557	0.0272108843537415	0.00884353741496599	0.00272108843537415	0.00952380952380952	0.00816326530612245	0.0007151671	2.7901e-06	0.0056262786	0.0438617271	0.0278021849	1638	1470	1470	1470	1470	1470	6	0.0129251700680272	0	0
ME2	0.0168125091698413	0.0058653472	0.0171572287941799	0.006693271	0.0207253886010363	0.00748416810592976	0.0023028209556707	0.00814026299311208	0.00500312695434647	0.0023840123	0.0017854716	0.0029817287	0.0433962447	0.0319099942	1752	1737	1737	1599	1597	1599	18	0.0138169257340242	0	0
ME3	0.0185540496896175	0.0062864259	0.0158323683672131	0.0048066654	0.0278670953912111	0.00535905680600214	0.00428724544480171	0.00779376498800959	0.00899280575539568	0.0016682196	1.9962e-06	0.0039229847	0.0202542746	0.0374327597	1788	1866	1866	1667	1668	1668	11	0.0176848874598071	0	0
MEAF6	0.0128715094271676	0.0050405673	0.00249037917745665	2.441e-06	0.0261248185776488	0.0058055152394775	0.00290275761973875	0.00986193293885602	0	2.3727e-06	0	0	0.0214290107	0.0300488089	417	689	689	507	507	391	1	0.0159651669085631	0	0
MECOM	0.012820876221164	0.0042804325	0.00964368997037037	0.0027289553	0.0252620263370062	0.00537489922063961	0.000537489922063961	0.00270562770562771	0.00524796641301496	0.0017081595	0.000304526	0.0011349679	0.0221875409	0.0123840382	3633	3721	3721	3551	3696	3811	3	0.0150497178177909	0	0
MECR	0.0260484591878307	0.0085599894	0.0327223634772487	0.0132903027	0.0304964539007092	0.00638297872340425	0.0049645390070922	0.0088809946714032	0.01417004048583	0.0030069908	0.0008998563	0.0042390142	0.0301825465	0.0364941129	1119	1410	1410	1278	1126	988	1	0.0163120567375887	0	0
MED1	0.00901999524	0.0031414337	0.00470858193243243	0.0021077719	0.0151921358355675	0.00393208221626452	0.00178731009830206	0.00461506188378435	0.00271370420624152	0.0008503935	0.0004257434	0.0011935772	0.0301707452	0.007883175	4737	5595	5595	1615	4767	1474	17	0.00929401251117069	0	0
MED10	0.0172433695392265	0.0073920639	0.00484645135082873	2.1367e-06	0.0106951871657754	0	0.0106951871657754	0.0204545454545455	0.00396825396825397	2.696e-06	2.5387e-06	2.4931e-06	0.0156813551	0.0032866405	405	187	187	352	440	252	5	0.0053475935828877	0	0
MED12L	0.0220552810237288	0.006659265	0.0104218665028249	0.0026061701	0.0212928921568627	0.00643382352941176	0.00183823529411765	0.00548613227674489	0.00588326366310574	0.0018289768	0.0007480516	0.0018820596	0.019079915	0.0226491944	6297	6528	6528	6428	6562	6459	3	0.0143995098039216	0.000153186274509804	1
MED13	0.00951982993583815	0.0039889525	0.00712665228092486	0.0030742661	0.0174846625766871	0.00460122699386503	0.00245398773006135	0.00172332758890804	0.0043986045806158	0.0008294638	0.0006583905	0.0023246748	0.0189535041	0.0132295574	6456	6520	6520	6326	6383	6593	17	0.0107361963190184	0	0
MED13L	0.0172049273774011	0.0063506332	0.00886691135084746	0.003214151	0.0195806352143077	0.00493370336108541	0.00185013876040703	0.00310269934843314	0.00433973961562306	0.0018888803	0.0003778781	0.0018901793	0.0336078863	0.0239985663	6231	6486	6486	6464	6446	6452	12	0.0111008325624422	0	0
MED17	0.0174189423912568	0.006100236	0.00618048562513661	0.0022750272	0.0260440053884149	0.00269420745397396	0.00314324202963628	0.00607064017660044	0.00401606425702811	0.0026743909	0.0006616308	0.0019635265	0.0267748704	0.0341424958	1953	2227	2227	1983	1812	1494	11	0.0139200718455321	0	0
